"","model","case_id","avg_sentence_length","total_sentences","avg_word_length","total_words","unique_tokens","ttr"
"244","gpt-5.6-sol","Covid_CCI_10B",16.9142857142857,35,5.8548644338118,627,300,0.478468899521531
"245","gpt-5.6-sol","Covid_CCI_10C",12.9142857142857,35,6.35966735966736,481,263,0.546777546777547
"246","gpt-5.6-sol","Covid_CCI_10D",16.6206896551724,29,5.90532544378698,507,252,0.497041420118343
"247","gpt-5.6-sol","Covid_CCI_11A",16.8181818181818,33,6.16139767054908,601,298,0.495840266222962
"248","gpt-5.6-sol","Covid_CCI_11B",17.8367346938776,49,5.81128205128205,975,404,0.414358974358974
"249","gpt-5.6-sol","Covid_CCI_11C",13.8076923076923,26,6.18229166666667,384,214,0.557291666666667
"250","gpt-5.6-sol","Covid_CCI_11D",15.9574468085106,47,5.84019370460048,826,380,0.460048426150121
"251","gpt-5.6-sol","Covid_CCI_1A",21.8666666666667,15,6.34435261707989,363,209,0.575757575757576
"252","gpt-5.6-sol","Covid_CCI_1B",19.3725490196078,51,6.07985143918292,1077,406,0.376973073351903
"253","gpt-5.6-sol","Covid_CCI_1C",24.0833333333333,12,6.50166112956811,301,185,0.614617940199336
"254","gpt-5.6-sol","Covid_CCI_1D",16.6585365853659,41,6.24246575342466,730,311,0.426027397260274
"255","gpt-5.6-sol","Covid_CCI_2A",15,31,6.08333333333333,504,259,0.513888888888889
"256","gpt-5.6-sol","Covid_CCI_2B",15.8333333333333,42,5.85064011379801,703,344,0.489331436699858
"257","gpt-5.6-sol","Covid_CCI_2C",17.1724137931034,29,5.98028673835125,558,280,0.50179211469534
"258","gpt-5.6-sol","Covid_CCI_2D",20.1818181818182,33,6.02275960170697,703,357,0.507823613086771
"259","gpt-5.6-sol","Covid_CCI_3A",16.6296296296296,27,6.18958333333333,480,265,0.552083333333333
"260","gpt-5.6-sol","Covid_CCI_3B",15.5614035087719,57,5.75360824742268,970,414,0.42680412371134
"261","gpt-5.6-sol","Covid_CCI_3C",17.8787878787879,33,5.92834890965732,642,308,0.479750778816199
"262","gpt-5.6-sol","Covid_CCI_3D",19.0416666666667,48,5.87001023541453,977,398,0.407369498464688
"263","gpt-5.6-sol","Covid_CCI_5A",18.2647058823529,34,6.34514637904468,649,306,0.471494607087827
"264","gpt-5.6-sol","Covid_CCI_5B",17.3725490196078,51,5.91285866099894,941,444,0.471838469713071
"265","gpt-5.6-sol","Covid_CCI_5C",16.962962962963,27,5.96926229508197,488,269,0.551229508196721
"266","gpt-5.6-sol","Covid_CCI_5D",13.9705882352941,68,6.01639344262295,1037,498,0.48023143683703
"267","gpt-5.6-sol","Covid_CCI_6A",21.6111111111111,18,6.59413202933985,409,227,0.555012224938875
"268","gpt-5.6-sol","Covid_CCI_6B",17.7936507936508,63,6.1005331302361,1313,535,0.407463823305407
"269","gpt-5.6-sol","Covid_CCI_6C",13.3333333333333,27,6.20360824742268,388,216,0.556701030927835
"270","gpt-5.6-sol","Covid_CCI_6D",18.6603773584906,53,6.1375,1120,433,0.386607142857143
"271","gpt-5.6-sol","Covid_CCI_7A",18.5,24,6.04901960784314,510,273,0.535294117647059
"272","gpt-5.6-sol","Covid_CCI_7B",16.3488372093023,43,5.85805626598466,782,336,0.429667519181586
"273","gpt-5.6-sol","Covid_CCI_7C",14.25,24,6.00542005420054,369,210,0.569105691056911
"274","gpt-5.6-sol","Covid_CCI_7D",18.1,30,6.08191126279864,586,286,0.488054607508532
"275","gpt-5.6-sol","Covid_CCI_8A",14.34375,32,6.04848484848485,495,273,0.551515151515152
"276","gpt-5.6-sol","Covid_CCI_8B",17.063829787234,47,5.80552359033372,869,406,0.467203682393556
"277","gpt-5.6-sol","Covid_CCI_8C",13.71875,32,6.18471337579618,471,270,0.573248407643312
"278","gpt-5.6-sol","Covid_CCI_8D",17.7222222222222,36,5.80631276901004,697,333,0.477761836441894
"279","gpt-5.6-sol","Covid_CCI_9A",14.3548387096774,31,6.25523012552301,478,276,0.577405857740586
"280","gpt-5.6-sol","Covid_CCI_9B",16.1818181818182,55,5.7331223628692,948,388,0.409282700421941
"281","gpt-5.6-sol","Covid_CCI_9C",15.6666666666667,27,6.51351351351351,444,249,0.560810810810811
"282","gpt-5.6-sol","Covid_CCI_9D",22.6904761904762,42,5.40546218487395,952,372,0.390756302521008
"283","gpt-5.6-sol","Covid_DE_1",17.1,50,5.82929515418502,908,476,0.524229074889868
"284","gpt-5.6-sol","Covid_DE_2A",19.8974358974359,39,5.75060240963855,830,426,0.513253012048193
"285","gpt-5.6-sol","Covid_DE_3A",18.6607142857143,56,5.65573770491803,1098,547,0.498178506375228
"286","gpt-5.6-sol","Covid_DE_4A",16.0925925925926,54,6.0534188034188,936,472,0.504273504273504
"287","gpt-5.6-sol","Covid_DE_5A",18.8421052631579,57,5.87006145741879,1139,560,0.491659350307287
"288","gpt-5.6-sol","Covid_Pathway_1A",17.25,28,6.1252408477842,519,279,0.53757225433526
"289","gpt-5.6-sol","Covid_Pathway_1B",22.1714285714286,35,5.86822660098522,812,416,0.512315270935961
"290","gpt-5.6-sol","Covid_Pathway_1C",22.08,25,5.99313893653516,583,330,0.566037735849057
"291","gpt-5.6-sol","Covid_Pathway_2A",13,43,5.82950819672131,610,326,0.534426229508197
"292","gpt-5.6-sol","Covid_Pathway_2B",13.4307692307692,65,5.55906313645621,982,508,0.517311608961303
"293","gpt-5.6-sol","Covid_Pathway_2C",20.0857142857143,35,5.73015873015873,756,398,0.526455026455027
"294","gpt-5.6-sol","Covid_pathway_3A",17.26,50,5.76930792377131,997,457,0.458375125376128
"295","gpt-5.6-sol","Covid_pathway_3B",16.25,36,5.9609984399376,641,329,0.513260530421217
"296","gpt-5.6-sol","Covid_pathway_4A",23.9787234042553,47,5.54652137468567,1193,464,0.388935456831517
"297","gpt-5.6-sol","Covid_pathway_4B",18.2068965517241,29,5.85225225225225,555,291,0.524324324324324
"298","gpt-5.6-sol","Covid_pathway_5A",19.030303030303,33,5.98028169014084,710,385,0.542253521126761
"299","gpt-5.6-sol","Covid_pathway_5B",14.5909090909091,44,5.88665710186514,697,359,0.51506456241033
"300","gpt-5.6-sol","Covid_pathway_6A",19.2037037037037,54,6.15932203389831,1180,531,0.45
"301","gpt-5.6-sol","Covid_pathway_6B",15.2888888888889,45,5.78932968536252,731,380,0.51983584131327
"302","gpt-5.6-sol","Covid_pathway_7A",19.425,40,6.0322952710496,867,427,0.492502883506344
"303","gpt-5.6-sol","Covid_pathway_7B",17.5555555555556,36,6.10339734121123,677,348,0.514032496307238
"304","gpt-5.6-sol","Covid_pathway_8A",16.21875,32,5.94227504244482,589,344,0.584040747028862
"305","gpt-5.6-sol","Covid_pathway_8B",23.2941176470588,17,6.34265734265734,429,256,0.596736596736597
"306","gpt-5.6-sol","Covid_pathway_9A",19.0238095238095,42,5.86726659167604,889,449,0.505061867266592
"307","gpt-5.6-sol","Covid_pathway_9B",17.5,50,5.93917525773196,970,493,0.508247422680412
"308","gpt-5.6-sol","Ghist_ClassifyR_1A",17.1111111111111,45,6.29512195121951,820,387,0.471951219512195
"309","gpt-5.6-sol","Ghist_ClassifyR_1B",20.7,30,6.10961214165261,593,294,0.495784148397976
"310","gpt-5.6-sol","Ghist_ClassifyR_1C",18.2448979591837,49,5.51450892857143,896,407,0.454241071428571
"311","gpt-5.6-sol","Ghist_ClassifyR_2A",15.2857142857143,28,5.91466083150985,457,258,0.564551422319475
"312","gpt-5.6-sol","Ghist_ClassifyR_2B",16.9230769230769,26,6.22929936305732,471,287,0.609341825902335
"313","gpt-5.6-sol","Ghist_ClassifyR_2C",17.4146341463415,41,5.84175531914894,752,408,0.542553191489362
"314","gpt-5.6-sol","Ghist_ClassifyR_3A",27.6875,16,6.23542600896861,446,266,0.596412556053812
"315","gpt-5.6-sol","Ghist_ClassifyR_3B",17.7169811320755,53,6.21356275303644,988,520,0.526315789473684
"316","gpt-5.6-sol","Ghist_ClassifyR_3C",17.66,50,5.89285714285714,924,436,0.471861471861472
"317","gpt-5.6-sol","Ghist_ClassifyR_4A",16.525,40,6.27647058823529,680,387,0.569117647058824
"318","gpt-5.6-sol","Ghist_ClassifyR_4B",17,31,6.22361359570662,559,328,0.586762075134168
"319","gpt-5.6-sol","Kidney_DE_1",19.4363636363636,55,6.04761904761905,1071,520,0.485527544351074
"320","gpt-5.6-sol","Kidney_DE_2",22.6393442622951,61,5.56891495601173,1364,586,0.429618768328446
"321","gpt-5.6-sol","Kidney_Pathway_3A",18.1212121212121,33,6.11338582677165,635,346,0.544881889763779
"322","gpt-5.6-sol","Kidney_Pathway_3B",23.125,24,6.08833333333333,600,330,0.55
"323","gpt-5.6-sol","Kidney_Pathway_3C",14.4285714285714,42,5.77760736196319,652,349,0.535276073619632
"324","gpt-5.6-sol","Kidney_Pathway_4A",18.5660377358491,53,6.00969932104753,1031,491,0.47623666343356
"325","gpt-5.6-sol","Kidney_Pathway_4B",20.6,45,5.97406639004149,964,457,0.474066390041494
"326","gpt-5.6-sol","Kidney_Pathway_4C",20.5526315789474,38,5.87622549019608,816,412,0.504901960784314
"327","gpt-5.6-sol","Kidney_pathway_1A",18.6410256410256,39,6.10709677419355,775,414,0.534193548387097
"328","gpt-5.6-sol","Kidney_pathway_1B",20.2592592592593,27,6.34133790737564,583,286,0.490566037735849
"329","gpt-5.6-sol","Kidney_pathway_2",19.2340425531915,47,6.4026369168357,986,495,0.502028397565923
"330","gpt-5.6-sol","Kidney_pathway_5A",17.7627118644068,59,6.06293706293706,1144,560,0.48951048951049
"331","gpt-5.6-sol","Metabric_ClassifyR_4C",20.6136363636364,44,5.86383442265795,918,418,0.455337690631808
"332","gpt-5.6-sol","benchmark_SpatialSim_1A",22.8648648648649,37,6.18171428571429,875,413,0.472
"333","gpt-5.6-sol","benchmark_SpatialSim_1B",18.34375,64,6.05237315875614,1222,551,0.450900163666121
"334","gpt-5.6-sol","benchmark_SpatialSim_1C",17.8108108108108,37,6.45573294629898,689,347,0.503628447024673
"335","gpt-5.6-sol","benchmark_SpatialSim_1D",21.46,50,6.23363636363636,1100,493,0.448181818181818
"336","gpt-5.6-sol","benchmark_SpatialSim_2A",27.6341463414634,41,4.88765088207985,1077,396,0.367688022284123
"337","gpt-5.6-sol","benchmark_SpatialSim_2B",18.2682926829268,41,5.38630490956072,774,318,0.410852713178295
"338","gpt-5.6-sol","benchmark_SpatialSim_2C",16.92,25,5.90552995391705,434,242,0.557603686635945
"339","gpt-5.6-sol","benchmark_SpatialSim_2D",23.2727272727273,44,4.81210855949896,958,363,0.378914405010438
"340","gpt-5.6-sol","benchmark_SpatialSim_3A",19.5890410958904,73,5.79315263908702,1402,604,0.430813124108417
"341","gpt-5.6-sol","benchmark_SpatialSim_3B",21.2456140350877,57,5.84887459807074,1244,503,0.404340836012862
"342","gpt-5.6-sol","benchmark_SpatialSim_3C",17.6779661016949,59,5.90564292321924,1081,478,0.44218316373728
"343","gpt-5.6-sol","benchmark_SpatialSim_3D",23.0444444444444,45,6.04519230769231,1040,450,0.432692307692308
"344","gpt-5.6-sol","lung_Cancer_spatialCCI_3A",19.4871794871795,78,6.19566457501426,1753,611,0.348545350827153
"345","gpt-5.6-sol","lung_Cancer_spatialCCI_3B",12.9074074074074,54,6.37212449255751,739,390,0.527740189445196
"346","gpt-5.6-sol","lung_Cancer_spatialdomains_4A",21.1794871794872,39,5.84470588235294,850,387,0.455294117647059
"347","gpt-5.6-sol","lung_Cancer_spatialdomains_4B",17.8235294117647,34,6.4297124600639,626,360,0.575079872204473
"348","gpt-5.6-sol","lung_Cancer_spatiallocations_1A",19.8269230769231,52,5.85063752276867,1098,385,0.35063752276867
"349","gpt-5.6-sol","lung_Cancer_spatiallocations_1B",21.75,24,6.10928961748634,549,287,0.522768670309654
"350","gpt-5.6-sol","lung_Cancer_umap_2A",19.0909090909091,55,6.0775473399459,1109,445,0.401262398557259
"351","gpt-5.6-sol","lung_Cancer_umap_2B",15.8709677419355,31,6.39884393063584,519,291,0.560693641618497
"352","o1-2024-12-17","Breast_Cancer_spatialCCI_3A",18.9565217391304,46,5.68769716088328,951,387,0.406940063091483
"353","o1-2024-12-17","Breast_Cancer_spatialCCI_3B",26.8947368421053,19,6.09568480300188,533,280,0.525328330206379
"354","o1-2024-12-17","Breast_Cancer_spatialdomains_4A",12.71875,64,5.88256227758007,843,403,0.478054567022539
"355","o1-2024-12-17","Breast_Cancer_spatialdomains_4B",25.6470588235294,17,6.25221238938053,452,270,0.597345132743363
"356","o1-2024-12-17","Breast_Cancer_spatiallocations_1A",14.08,50,5.74965986394558,735,349,0.474829931972789
"357","o1-2024-12-17","Breast_Cancer_spatiallocations_1B",16.9285714285714,42,5.7489539748954,717,343,0.478382147838215
"358","o1-2024-12-17","Breast_Cancer_umap_2A",13.6891891891892,74,5.73793755912961,1057,457,0.432355723746452
"359","o1-2024-12-17","Breast_Cancer_umap_2B",12.078431372549,51,5.88837920489297,654,357,0.545871559633027
"360","o1-2024-12-17","Covid_CCI_10A",27.0588235294118,17,6.16804979253112,482,263,0.545643153526971
"361","o1-2024-12-17","Covid_CCI_10B",13.195652173913,46,5.64937106918239,636,307,0.482704402515723
"362","o1-2024-12-17","Covid_CCI_10C",24.8666666666667,15,6.05837563451777,394,212,0.538071065989848
"363","o1-2024-12-17","Covid_CCI_10D",15.4545454545455,33,5.61338289962825,538,260,0.483271375464684
"364","o1-2024-12-17","Covid_CCI_11A",27.3846153846154,13,6.21842105263158,380,224,0.589473684210526
"365","o1-2024-12-17","Covid_CCI_11B",22.4736842105263,19,6.09213483146067,445,244,0.548314606741573
"366","o1-2024-12-17","Covid_CCI_11C",23.7777777777778,18,5.90405117270789,469,246,0.524520255863539
"367","o1-2024-12-17","Covid_CCI_11D",22.875,24,5.84642233856894,573,274,0.478184991273996
"368","o1-2024-12-17","Covid_CCI_1A",20.7647058823529,17,6.08683473389356,357,190,0.532212885154062
"369","o1-2024-12-17","Covid_CCI_1B",16.1515151515152,33,5.88888888888889,576,254,0.440972222222222
"370","o1-2024-12-17","Covid_CCI_1C",13.5625,32,5.94701986754967,453,239,0.527593818984547
"371","o1-2024-12-17","Covid_CCI_1D",24.3214285714286,28,6.13873626373626,728,328,0.450549450549451
"372","o1-2024-12-17","Covid_CCI_2A",29.2,15,6.01059322033898,472,257,0.544491525423729
"373","o1-2024-12-17","Covid_CCI_2B",20.7222222222222,36,5.86973180076628,783,361,0.461047254150702
"374","o1-2024-12-17","Covid_CCI_2C",23,31,6.01948051948052,770,329,0.427272727272727
"375","o1-2024-12-17","Covid_CCI_2D",17.0975609756098,41,5.82008368200837,717,327,0.456066945606695
"376","o1-2024-12-17","Covid_CCI_3A",23.6818181818182,22,6.07594936708861,553,281,0.508137432188065
"377","o1-2024-12-17","Covid_CCI_3B",16.2380952380952,42,5.62290862290862,777,331,0.425997425997426
"378","o1-2024-12-17","Covid_CCI_3C",14.5555555555556,36,5.82332155477032,566,284,0.501766784452297
"379","o1-2024-12-17","Covid_CCI_3D",17.12,50,5.60040567951318,986,355,0.360040567951318
"380","o1-2024-12-17","Covid_CCI_5A",12.468085106383,47,5.90752351097179,638,355,0.556426332288401
"381","o1-2024-12-17","Covid_CCI_5B",13.25,76,5.48003802281369,1052,501,0.476235741444867
"382","o1-2024-12-17","Covid_CCI_5C",14.2978723404255,47,6.08979591836735,735,346,0.470748299319728
"383","o1-2024-12-17","Covid_CCI_5D",14.7945205479452,73,5.78521126760563,1136,492,0.433098591549296
"384","o1-2024-12-17","Covid_CCI_6A",14.0232558139535,43,5.84012066365008,663,329,0.496229260935143
"385","o1-2024-12-17","Covid_CCI_6B",15.4,45,5.86586985391766,753,376,0.49933598937583
"386","o1-2024-12-17","Covid_CCI_6C",23.7333333333333,30,6.09283819628647,754,357,0.473474801061008
"387","o1-2024-12-17","Covid_CCI_6D",27.1904761904762,21,5.83067092651757,626,282,0.450479233226837
"388","o1-2024-12-17","Covid_CCI_7A",28.6470588235294,17,5.83076923076923,520,281,0.540384615384615
"389","o1-2024-12-17","Covid_CCI_7B",10.90625,64,5.7979274611399,772,358,0.463730569948187
"390","o1-2024-12-17","Covid_CCI_7C",25.8947368421053,19,5.96730769230769,520,244,0.469230769230769
"391","o1-2024-12-17","Covid_CCI_7D",13.5,50,5.83815028901734,692,337,0.486994219653179
"392","o1-2024-12-17","Covid_CCI_8A",16.7142857142857,28,5.70333988212181,509,276,0.542239685658153
"393","o1-2024-12-17","Covid_CCI_8B",13.6170212765957,47,5.63872832369942,692,320,0.46242774566474
"394","o1-2024-12-17","Covid_CCI_8C",22.5789473684211,19,5.82483370288248,451,238,0.527716186252772
"395","o1-2024-12-17","Covid_CCI_8D",14.03125,32,5.50793650793651,504,289,0.573412698412698
"396","o1-2024-12-17","Covid_CCI_9A",26.3333333333333,15,6.02600472813239,423,227,0.536643026004728
"397","o1-2024-12-17","Covid_CCI_9B",14.8913043478261,46,5.7369826435247,749,340,0.453938584779706
"398","o1-2024-12-17","Covid_CCI_9C",22.448275862069,29,6.14580265095729,679,317,0.466863033873343
"399","o1-2024-12-17","Covid_CCI_9D",19.0666666666667,30,5.5569823434992,623,278,0.446227929373997
"400","o1-2024-12-17","Covid_DE_1",12.4444444444444,54,5.68091168091168,702,377,0.537037037037037
"401","o1-2024-12-17","Covid_DE_2A",12.6875,64,5.74231678486998,846,401,0.473995271867612
"402","o1-2024-12-17","Covid_DE_3A",16.8965517241379,58,5.56894889103182,1037,447,0.431051108968177
"403","o1-2024-12-17","Covid_DE_4A",24.4444444444444,18,5.92857142857143,476,259,0.544117647058823
"404","o1-2024-12-17","Covid_DE_5A",24.625,16,6.00733496332518,409,247,0.603911980440098
"405","o1-2024-12-17","Covid_Pathway_1A",11.695652173913,46,5.30449826989619,578,306,0.529411764705882
"406","o1-2024-12-17","Covid_Pathway_1B",16.0967741935484,31,5.81320754716981,530,260,0.490566037735849
"407","o1-2024-12-17","Covid_Pathway_1C",15.4642857142857,28,5.38796680497925,482,276,0.572614107883817
"408","o1-2024-12-17","Covid_Pathway_2A",27.25,20,5.82747068676717,597,285,0.477386934673367
"409","o1-2024-12-17","Covid_Pathway_2B",10.3898305084746,59,5.07788161993769,642,312,0.485981308411215
"410","o1-2024-12-17","Covid_Pathway_2C",12.2328767123288,73,5.36634717784878,939,407,0.433439829605964
"411","o1-2024-12-17","Covid_pathway_3A",33.0625,16,5.46466431095406,566,285,0.503533568904594
"412","o1-2024-12-17","Covid_pathway_3B",12.1730769230769,52,5.74480712166172,674,342,0.507418397626113
"413","o1-2024-12-17","Covid_pathway_4A",16.4923076923077,65,5.51902173913043,1104,497,0.45018115942029
"414","o1-2024-12-17","Covid_pathway_4B",24.6,25,5.89341692789969,638,325,0.509404388714734
"415","o1-2024-12-17","Covid_pathway_5A",17.25,40,5.90509915014164,706,344,0.487252124645892
"416","o1-2024-12-17","Covid_pathway_5B",27.0555555555556,18,5.952,500,256,0.512
"417","o1-2024-12-17","Covid_pathway_6A",33.8666666666667,15,6.01270417422868,551,304,0.551724137931034
"418","o1-2024-12-17","Covid_pathway_6B",29.3076923076923,13,6.21481481481482,405,244,0.602469135802469
"419","o1-2024-12-17","Covid_pathway_7A",14.7397260273973,73,5.84080914687775,1137,560,0.492524186455585
"420","o1-2024-12-17","Covid_pathway_7B",15.275,40,5.88819875776398,644,332,0.515527950310559
"421","o1-2024-12-17","Covid_pathway_8A",15.2857142857143,35,5.71012006861063,583,297,0.509433962264151
"422","o1-2024-12-17","Covid_pathway_8B",28.1875,16,6.2771855010661,469,252,0.537313432835821
"423","o1-2024-12-17","Covid_pathway_9A",13.6181818181818,55,5.57534246575342,803,392,0.488169364881694
"424","o1-2024-12-17","Covid_pathway_9B",23.0689655172414,29,5.72079772079772,702,326,0.464387464387464
"425","o1-2024-12-17","Ghist_ClassifyR_1A",16.9047619047619,42,5.88010540184453,759,380,0.500658761528327
"426","o1-2024-12-17","Ghist_ClassifyR_1B",21.1666666666667,36,6.10552763819095,796,369,0.46356783919598
"427","o1-2024-12-17","Ghist_ClassifyR_1C",19.625,40,5.69481302774427,829,354,0.427020506634499
"428","o1-2024-12-17","Ghist_ClassifyR_2A",28.4375,16,5.92577319587629,485,264,0.544329896907216
"429","o1-2024-12-17","Ghist_ClassifyR_2B",23.5384615384615,13,5.76716417910448,335,204,0.608955223880597
"430","o1-2024-12-17","Ghist_ClassifyR_2C",21.4444444444444,18,5.71971496437055,421,217,0.515439429928741
"431","o1-2024-12-17","Ghist_ClassifyR_3A",20.3428571428571,35,5.34604519774011,708,349,0.492937853107345
"432","o1-2024-12-17","Ghist_ClassifyR_3B",13.6417910447761,67,5.35699797160243,986,486,0.49290060851927
"433","o1-2024-12-17","Ghist_ClassifyR_3C",21.0294117647059,34,5.72691292875989,758,360,0.474934036939314
"434","o1-2024-12-17","Ghist_ClassifyR_4A",16.6730769230769,52,5.46666666666667,915,442,0.483060109289618
"435","o1-2024-12-17","Ghist_ClassifyR_4B",15.7222222222222,54,5.5738255033557,894,460,0.514541387024608
"436","o1-2024-12-17","Kidney_DE_1",13.2105263157895,57,5.93766578249337,754,389,0.515915119363395
"437","o1-2024-12-17","Kidney_DE_2",19.1282051282051,39,5.90909090909091,759,352,0.463768115942029
"438","o1-2024-12-17","Kidney_Pathway_3A",12.811320754717,53,5.58601398601399,715,362,0.506293706293706
"439","o1-2024-12-17","Kidney_Pathway_3B",16.7692307692308,39,6.00584795321637,684,357,0.521929824561403
"440","o1-2024-12-17","Kidney_Pathway_3C",15.0185185185185,54,5.90193704600484,826,400,0.484261501210654
"441","o1-2024-12-17","Kidney_Pathway_4A",26.4583333333333,24,6.23244929797192,641,288,0.449297971918877
"442","o1-2024-12-17","Kidney_Pathway_4B",19.2258064516129,31,5.8343949044586,628,293,0.46656050955414
"443","o1-2024-12-17","Kidney_Pathway_4C",18.0208333333333,48,6.05530973451327,904,428,0.473451327433628
"444","o1-2024-12-17","Kidney_pathway_1A",16.4634146341463,41,6.10369318181818,704,363,0.515625
"445","o1-2024-12-17","Kidney_pathway_1B",14.4210526315789,38,5.81646655231561,583,311,0.533447684391081
"446","o1-2024-12-17","Kidney_pathway_2",14.7083333333333,48,6.02659574468085,752,389,0.517287234042553
"447","o1-2024-12-17","Kidney_pathway_5A",10.4084507042254,71,5.91698113207547,795,425,0.534591194968553
"448","o1-2024-12-17","Metabric_ClassifyR_4C",19.1111111111111,36,5.65211459754434,733,325,0.443383356070941
"449","o1-2024-12-17","benchmark_SpatialSim_1A",21.08,25,6.03577817531306,559,306,0.547406082289803
"450","o1-2024-12-17","benchmark_SpatialSim_1B",29.75,24,6.11470985155196,741,392,0.529014844804318
"451","o1-2024-12-17","benchmark_SpatialSim_1C",26.4210526315789,19,6.42395437262357,526,286,0.543726235741445
"452","o1-2024-12-17","benchmark_SpatialSim_1D",19.6428571428571,42,6.36829836829837,858,437,0.509324009324009
"453","o1-2024-12-17","benchmark_SpatialSim_2A",21.6,20,5.33106575963719,441,262,0.594104308390023
"454","o1-2024-12-17","benchmark_SpatialSim_2B",21.0555555555556,36,5.55694618272841,799,361,0.451814768460576
"455","o1-2024-12-17","benchmark_SpatialSim_2C",27.5454545454545,11,5.89776357827476,313,217,0.693290734824281
"456","o1-2024-12-17","benchmark_SpatialSim_2D",14.6829268292683,41,5.66349206349206,630,316,0.501587301587302
"457","o1-2024-12-17","benchmark_SpatialSim_3A",32,12,6.575,400,261,0.6525
"458","o1-2024-12-17","benchmark_SpatialSim_3B",31.5789473684211,19,6.02083333333333,624,325,0.520833333333333
"459","o1-2024-12-17","benchmark_SpatialSim_3C",25.8181818181818,33,5.74107142857143,896,383,0.427455357142857
"460","o1-2024-12-17","benchmark_SpatialSim_3D",16.3260869565217,46,5.98441558441558,770,385,0.5
"461","o1-2024-12-17","lung_Cancer_spatialCCI_3A",22.6511627906977,43,6.14,1000,393,0.393
"462","o1-2024-12-17","lung_Cancer_spatialCCI_3B",10.6666666666667,39,5.8710407239819,442,272,0.615384615384615
"463","o1-2024-12-17","lung_Cancer_spatialdomains_4A",14.0735294117647,68,5.77213930348259,1005,436,0.433830845771144
"464","o1-2024-12-17","lung_Cancer_spatialdomains_4B",30.5,14,6.27777777777778,450,266,0.591111111111111
"465","o1-2024-12-17","lung_Cancer_spatiallocations_1A",15.5102040816327,49,5.51395939086294,788,351,0.445431472081218
"466","o1-2024-12-17","lung_Cancer_spatiallocations_1B",15.0666666666667,45,5.58956276445698,709,361,0.50916784203103
"467","o1-2024-12-17","lung_Cancer_umap_2A",15.9310344827586,58,5.84171907756813,954,407,0.426624737945493
"468","o1-2024-12-17","lung_Cancer_umap_2B",26.7916666666667,24,6.08689024390244,656,337,0.513719512195122
